2025-12-07 18:53:14.685 | INFO | no-id | Using custom nameservers: ['8.8.8.8', '8.8.4.4']
2025-12-07 18:56:27.284 | INFO | no-id | 🔥 Starting cache warming for popular email domains...
2025-12-07 18:56:27.284 | INFO | no-id | 🔥 Starting background cache warming
2025-12-07 18:56:27.284 | INFO | no-id | ✅ Background cache warming started
2025-12-07 18:56:27.284 | SUCCESS | no-id | ✅ Cache warming initialized successfully
2025-12-07 18:56:27.284 | SUCCESS | no-id | ✅ Background tasks started
2025-12-07 18:56:27.284 | SUCCESS | no-id | ✅ API server started successfully in 0.04s
2025-12-07 18:56:27.285 | INFO | no-id | 🚀 Starting cache warming for all tiers
2025-12-07 18:56:27.285 | DEBUG | no-id | Running background maintenance tasks
2025-12-07 18:56:27.285 | INFO | no-id | 🔥 Warming Tier 1: 11 domains (TTL: 7200s)
2025-12-07 18:56:27.285 | INFO | no-id | 🔥 Warming Tier 2: 18 domains (TTL: 10800s)
2025-12-07 18:56:27.285 | INFO | no-id | 🔥 Warming Tier 3: 21 domains (TTL: 21600s)
2025-12-07 18:56:27.285 | INFO | no-id | 🔥 Warming Tier 4: 17 domains (TTL: 43200s)
2025-12-07 18:56:27.285 | DEBUG | no-id | Warming cache for domain: gmail.com
2025-12-07 18:56:27.285 | DEBUG | no-id | Warming cache for domain: googlemail.com
2025-12-07 18:56:27.285 | DEBUG | no-id | Warming cache for domain: outlook.com
2025-12-07 18:56:27.285 | DEBUG | no-id | Warming cache for domain: hotmail.com
2025-12-07 18:56:27.286 | DEBUG | no-id | Warming cache for domain: live.com
2025-12-07 18:56:27.286 | DEBUG | no-id | Warming cache for domain: yahoo.com
2025-12-07 18:56:27.286 | DEBUG | no-id | Warming cache for domain: ymail.com
2025-12-07 18:56:27.286 | DEBUG | no-id | Warming cache for domain: yahoomail.com
2025-12-07 18:56:27.286 | DEBUG | no-id | Warming cache for domain: icloud.com
2025-12-07 18:56:27.286 | DEBUG | no-id | Warming cache for domain: me.com
2025-12-07 18:56:27.286 | DEBUG | no-id | Warming cache for domain: aol.com
2025-12-07 18:56:27.286 | DEBUG | no-id | Warming cache for domain: mail.ru
2025-12-07 18:56:27.286 | DEBUG | no-id | Warming cache for domain: yandex.ru
2025-12-07 18:56:27.287 | DEBUG | no-id | Warming cache for domain: yandex.com
2025-12-07 18:56:27.287 | DEBUG | no-id | Warming cache for domain: qq.com
2025-12-07 18:56:27.287 | DEBUG | no-id | Warming cache for domain: 163.com
2025-12-07 18:56:27.287 | DEBUG | no-id | Warming cache for domain: 126.com
2025-12-07 18:56:27.287 | DEBUG | no-id | Warming cache for domain: protonmail.com
2025-12-07 18:56:27.287 | DEBUG | no-id | Warming cache for domain: proton.me
2025-12-07 18:56:27.288 | DEBUG | no-id | Warming cache for domain: zoho.com
2025-12-07 18:56:27.288 | DEBUG | no-id | Warming cache for domain: fastmail.com
2025-12-07 18:56:27.288 | DEBUG | no-id | Warming cache for domain: fastmail.fm
2025-12-07 18:56:27.288 | DEBUG | no-id | Warming cache for domain: tutanota.com
2025-12-07 18:56:27.288 | DEBUG | no-id | Warming cache for domain: tuta.io
2025-12-07 18:56:27.288 | DEBUG | no-id | Warming cache for domain: mailbox.org
2025-12-07 18:56:27.289 | DEBUG | no-id | Warming cache for domain: seznam.cz
2025-12-07 18:56:27.289 | DEBUG | no-id | Warming cache for domain: orange.fr
2025-12-07 18:56:27.289 | DEBUG | no-id | Warming cache for domain: wanadoo.fr
2025-12-07 18:56:27.289 | DEBUG | no-id | Warming cache for domain: libero.it
2025-12-07 18:56:27.289 | DEBUG | no-id | Warming cache for domain: virgilio.it
2025-12-07 18:56:27.289 | DEBUG | no-id | Warming cache for domain: btinternet.com
2025-12-07 18:56:27.289 | DEBUG | no-id | Warming cache for domain: sky.com
2025-12-07 18:56:27.290 | DEBUG | no-id | Warming cache for domain: talktalk.net
2025-12-07 18:56:27.290 | DEBUG | no-id | Warming cache for domain: o2.co.uk
2025-12-07 18:56:27.290 | DEBUG | no-id | Warming cache for domain: ntlworld.com
2025-12-07 18:56:27.290 | DEBUG | no-id | Warming cache for domain: live.co.uk
2025-12-07 18:56:27.290 | DEBUG | no-id | Warming cache for domain: live.fr
2025-12-07 18:56:27.290 | DEBUG | no-id | Warming cache for domain: live.de
2025-12-07 18:56:27.290 | DEBUG | no-id | Warming cache for domain: gmx.de
2025-12-07 18:56:27.290 | DEBUG | no-id | Warming cache for domain: gmx.at
2025-12-07 18:56:27.308 | INFO | no-id | ✅ Warmed cache for outlook.com (TTL: 7200s)
2025-12-07 18:56:27.308 | INFO | no-id | ✅ Warmed cache for ymail.com (TTL: 7200s)
2025-12-07 18:56:27.309 | INFO | no-id | ✅ Warmed cache for hotmail.com (TTL: 7200s)
2025-12-07 18:56:27.311 | INFO | no-id | ✅ Warmed cache for qq.com (TTL: 10800s)
2025-12-07 18:56:27.312 | INFO | no-id | ✅ Warmed cache for wanadoo.fr (TTL: 21600s)
2025-12-07 18:56:27.312 | INFO | no-id | ✅ Warmed cache for fastmail.fm (TTL: 21600s)
2025-12-07 18:56:27.312 | INFO | no-id | ✅ Warmed cache for yandex.com (TTL: 10800s)
2025-12-07 18:56:27.312 | INFO | no-id | ✅ Warmed cache for fastmail.com (TTL: 21600s)
2025-12-07 18:56:27.314 | INFO | no-id | ✅ Warmed cache for 163.com (TTL: 10800s)
2025-12-07 18:56:27.315 | INFO | no-id | ✅ Warmed cache for tutanota.com (TTL: 21600s)
2025-12-07 18:56:27.316 | INFO | no-id | ✅ Warmed cache for talktalk.net (TTL: 43200s)
2025-12-07 18:56:27.320 | INFO | no-id | ✅ Warmed cache for live.fr (TTL: 43200s)
2025-12-07 18:56:27.320 | WARNING | no-id | No MX records found for yahoomail.com
2025-12-07 18:56:27.323 | INFO | no-id | ✅ Warmed cache for googlemail.com (TTL: 7200s)
2025-12-07 18:56:27.323 | INFO | no-id | ✅ Warmed cache for gmail.com (TTL: 7200s)
2025-12-07 18:56:27.325 | INFO | no-id | ✅ Warmed cache for gmx.at (TTL: 43200s)
2025-12-07 18:56:27.327 | INFO | no-id | ✅ Warmed cache for icloud.com (TTL: 7200s)
2025-12-07 18:56:27.328 | INFO | no-id | ✅ Warmed cache for libero.it (TTL: 21600s)
2025-12-07 18:56:27.331 | INFO | no-id | ✅ Warmed cache for proton.me (TTL: 10800s)
2025-12-07 18:56:27.331 | INFO | no-id | ✅ Warmed cache for yahoo.com (TTL: 7200s)
2025-12-07 18:56:27.331 | INFO | no-id | ✅ Warmed cache for me.com (TTL: 7200s)
2025-12-07 18:56:27.331 | INFO | no-id | ✅ Warmed cache for yandex.ru (TTL: 10800s)
2025-12-07 18:56:27.332 | INFO | no-id | ✅ Warmed cache for aol.com (TTL: 10800s)
2025-12-07 18:56:27.332 | INFO | no-id | ✅ Warmed cache for orange.fr (TTL: 21600s)
2025-12-07 18:56:27.332 | INFO | no-id | ✅ Warmed cache for sky.com (TTL: 43200s)
2025-12-07 18:56:27.334 | INFO | no-id | ✅ Warmed cache for mailbox.org (TTL: 21600s)
2025-12-07 18:56:27.338 | DEBUG | no-id | Retry 1/3 for _query_mx_primary sleeping 0.281s due to (1, 'DNS server returned answer with no data')
2025-12-07 18:56:27.338 | INFO | no-id | ✅ Warmed cache for gmx.de (TTL: 43200s)
2025-12-07 18:56:27.338 | INFO | no-id | ✅ Warmed cache for live.co.uk (TTL: 43200s)
2025-12-07 18:56:27.339 | INFO | no-id | ✅ Warmed cache for live.de (TTL: 43200s)
2025-12-07 18:56:27.341 | INFO | no-id | ✅ Warmed cache for ntlworld.com (TTL: 43200s)
2025-12-07 18:56:27.346 | INFO | no-id | ✅ Warmed cache for live.com (TTL: 7200s)
2025-12-07 18:56:27.346 | INFO | no-id | ✅ Warmed cache for virgilio.it (TTL: 21600s)
2025-12-07 18:56:27.350 | INFO | no-id | ✅ Warmed cache for btinternet.com (TTL: 43200s)
2025-12-07 18:56:27.353 | INFO | no-id | ✅ Warmed cache for seznam.cz (TTL: 21600s)
2025-12-07 18:56:27.370 | INFO | no-id | ✅ Warmed cache for tuta.io (TTL: 21600s)
2025-12-07 18:56:27.372 | INFO | no-id | ✅ Warmed cache for protonmail.com (TTL: 10800s)
2025-12-07 18:56:27.384 | INFO | no-id | ✅ Warmed cache for mail.ru (TTL: 10800s)
2025-12-07 18:56:27.444 | INFO | no-id | ✅ Warmed cache for zoho.com (TTL: 10800s)
2025-12-07 18:56:27.446 | DEBUG | no-id | Warming cache for domain: mac.com
2025-12-07 18:56:27.463 | INFO | no-id | ✅ Warmed cache for mac.com (TTL: 7200s)
2025-12-07 18:56:27.464 | INFO | no-id | ✅ Tier 1 warming complete: 10/11 successful
2025-12-07 18:56:27.470 | DEBUG | no-id | Warming cache for domain: optonline.net
2025-12-07 18:56:27.470 | DEBUG | no-id | Warming cache for domain: verizon.net
2025-12-07 18:56:27.470 | DEBUG | no-id | Warming cache for domain: bellsouth.net
2025-12-07 18:56:27.471 | DEBUG | no-id | Warming cache for domain: att.net
2025-12-07 18:56:27.471 | DEBUG | no-id | Warming cache for domain: comcast.net
2025-12-07 18:56:27.471 | DEBUG | no-id | Warming cache for domain: sbcglobal.net
2025-12-07 18:56:27.471 | DEBUG | no-id | Warming cache for domain: cox.net
2025-12-07 18:56:27.471 | DEBUG | no-id | Warming cache for domain: charter.net
2025-12-07 18:56:27.471 | DEBUG | no-id | Warming cache for domain: rediffmail.com
2025-12-07 18:56:27.472 | DEBUG | no-id | Warming cache for domain: inbox.com
2025-12-07 18:56:27.483 | INFO | no-id | ✅ Warmed cache for charter.net (TTL: 21600s)
2025-12-07 18:56:27.483 | INFO | no-id | ✅ Warmed cache for att.net (TTL: 21600s)
2025-12-07 18:56:27.484 | INFO | no-id | ✅ Warmed cache for optonline.net (TTL: 21600s)
2025-12-07 18:56:27.484 | INFO | no-id | ✅ Warmed cache for bellsouth.net (TTL: 21600s)
2025-12-07 18:56:27.484 | INFO | no-id | ✅ Warmed cache for sbcglobal.net (TTL: 21600s)
2025-12-07 18:56:27.484 | INFO | no-id | ✅ Warmed cache for comcast.net (TTL: 21600s)
2025-12-07 18:56:27.484 | INFO | no-id | ✅ Warmed cache for cox.net (TTL: 21600s)
2025-12-07 18:56:27.486 | INFO | no-id | ✅ Warmed cache for inbox.com (TTL: 21600s)
2025-12-07 18:56:27.527 | INFO | no-id | ✅ Warmed cache for 126.com (TTL: 10800s)
2025-12-07 18:56:27.527 | INFO | no-id | ✅ Warmed cache for rediffmail.com (TTL: 21600s)
2025-12-07 18:56:27.565 | INFO | no-id | ✅ Warmed cache for verizon.net (TTL: 21600s)
2025-12-07 18:56:27.623 | DEBUG | no-id | Retrying _query_mx_primary attempt 2/3
2025-12-07 18:56:27.629 | DEBUG | no-id | Warming cache for domain: zohomail.com
2025-12-07 18:56:27.629 | DEBUG | no-id | Warming cache for domain: gmx.com
2025-12-07 18:56:27.629 | DEBUG | no-id | Warming cache for domain: gmx.net
2025-12-07 18:56:27.630 | DEBUG | no-id | Warming cache for domain: web.de
2025-12-07 18:56:27.630 | DEBUG | no-id | Warming cache for domain: t-online.de
2025-12-07 18:56:27.630 | DEBUG | no-id | Warming cache for domain: naver.com
2025-12-07 18:56:27.630 | DEBUG | no-id | Warming cache for domain: hanmail.net
2025-12-07 18:56:27.630 | DEBUG | no-id | Warming cache for domain: daum.net
2025-12-07 18:56:27.632 | DEBUG | no-id | Retry 2/3 for _query_mx_primary sleeping 0.547s due to (1, 'DNS server returned answer with no data')
2025-12-07 18:56:27.640 | INFO | no-id | ✅ Warmed cache for gmx.com (TTL: 10800s)
2025-12-07 18:56:27.642 | INFO | no-id | ✅ Warmed cache for hanmail.net (TTL: 10800s)
2025-12-07 18:56:27.657 | INFO | no-id | ✅ Warmed cache for t-online.de (TTL: 10800s)
2025-12-07 18:56:27.659 | INFO | no-id | ✅ Warmed cache for web.de (TTL: 10800s)
2025-12-07 18:56:27.660 | INFO | no-id | ✅ Warmed cache for gmx.net (TTL: 10800s)
2025-12-07 18:56:27.664 | DEBUG | no-id | Warming cache for domain: email.com
2025-12-07 18:56:27.672 | INFO | no-id | ✅ Warmed cache for email.com (TTL: 21600s)
2025-12-07 18:56:27.673 | INFO | no-id | ✅ Tier 3 warming complete: 21/21 successful
2025-12-07 18:56:27.684 | INFO | no-id | ✅ Warmed cache for zohomail.com (TTL: 10800s)
2025-12-07 18:56:27.923 | INFO | no-id | ✅ Warmed cache for daum.net (TTL: 10800s)
2025-12-07 18:56:27.933 | INFO | no-id | ✅ Warmed cache for naver.com (TTL: 10800s)
2025-12-07 18:56:27.933 | INFO | no-id | ✅ Tier 2 warming complete: 18/18 successful
2025-12-07 18:56:28.185 | DEBUG | no-id | Retrying _query_mx_primary attempt 3/3
2025-12-07 18:56:28.197 | DEBUG | no-id | Retry 3/3 for _query_mx_primary sleeping 1.105s due to (1, 'DNS server returned answer with no data')
2025-12-07 18:56:29.305 | DEBUG | no-id | Async MX primary failed for o2.co.uk: (1, 'DNS server returned answer with no data')
2025-12-07 18:56:29.345 | DEBUG | no-id | Retry 1/3 for _query_mx_fallback sleeping 0.257s due to The DNS response does not contain an answer to the question: o2.co.uk. IN MX
2025-12-07 18:56:29.603 | DEBUG | no-id | Retrying _query_mx_fallback attempt 2/3
2025-12-07 18:56:29.619 | DEBUG | no-id | Retry 2/3 for _query_mx_fallback sleeping 0.534s due to The DNS response does not contain an answer to the question: o2.co.uk. IN MX
2025-12-07 18:56:30.156 | DEBUG | no-id | Retrying _query_mx_fallback attempt 3/3
2025-12-07 18:56:30.173 | DEBUG | no-id | Retry 3/3 for _query_mx_fallback sleeping 1.145s due to The DNS response does not contain an answer to the question: o2.co.uk. IN MX
2025-12-07 18:56:31.321 | DEBUG | no-id | Fallback MX query failed for o2.co.uk: The DNS response does not contain an answer to the question: o2.co.uk. IN MX
2025-12-07 18:56:31.340 | DEBUG | no-id | Retry 1/3 for _query_mx_primary sleeping 0.272s due to (1, 'DNS server returned answer with no data')
2025-12-07 18:56:31.615 | DEBUG | no-id | Retrying _query_mx_primary attempt 2/3
2025-12-07 18:56:31.629 | DEBUG | no-id | Retry 2/3 for _query_mx_primary sleeping 0.588s due to (1, 'DNS server returned answer with no data')
2025-12-07 18:56:32.222 | DEBUG | no-id | Retrying _query_mx_primary attempt 3/3
2025-12-07 18:56:32.234 | DEBUG | no-id | Retry 3/3 for _query_mx_primary sleeping 1.051s due to (1, 'DNS server returned answer with no data')
2025-12-07 18:56:33.291 | DEBUG | no-id | Async MX primary failed for o2.co.uk: (1, 'DNS server returned answer with no data')
2025-12-07 18:56:33.311 | DEBUG | no-id | Retry 1/3 for _query_mx_fallback sleeping 0.291s due to The DNS response does not contain an answer to the question: o2.co.uk. IN MX
2025-12-07 18:56:33.607 | DEBUG | no-id | Retrying _query_mx_fallback attempt 2/3
2025-12-07 18:56:33.624 | DEBUG | no-id | Retry 2/3 for _query_mx_fallback sleeping 0.607s due to The DNS response does not contain an answer to the question: o2.co.uk. IN MX
2025-12-07 18:56:34.235 | DEBUG | no-id | Retrying _query_mx_fallback attempt 3/3
2025-12-07 18:56:34.302 | DEBUG | no-id | Retry 3/3 for _query_mx_fallback sleeping 1.097s due to The DNS response does not contain an answer to the question: o2.co.uk. IN MX
2025-12-07 18:56:35.101 | INFO | no-id | Rate limit check | IP: 172.20.0.1 | Path: /auth/login
2025-12-07 18:56:35.102 | INFO | no-id | Redis available: True
2025-12-07 18:56:35.103 | INFO | no-id | Created circuit breaker: Redis Cache
2025-12-07 18:56:35.103 | DEBUG | no-id | Circuit breaker success: Redis Cache
2025-12-07 18:56:35.108 | INFO | no-id | Rate limit result | Allowed: True | Current: 1 | Limit: 1000
2025-12-07 18:56:35.117 | DEBUG | no-id | No Bearer token in Authorization header
2025-12-07 18:56:35.119 | WARNING | no-id | Validation Error | Count: 1 | Details: [{"field": "body", "message": "Input should be a valid dictionary or object to extract fields from", "type": "model_attributes_type", "input": "username=tes***@e***.com&password=[REDACTED]"}] | Trace: None | Plan: UNKNOWN | Path: /auth/login
2025-12-07 18:56:35.401 | DEBUG | no-id | Fallback MX query failed for o2.co.uk: The DNS response does not contain an answer to the question: o2.co.uk. IN MX
2025-12-07 18:56:35.401 | WARNING | no-id | No MX records found for o2.co.uk
2025-12-07 18:56:35.508 | DEBUG | no-id | Warming cache for domain: gmx.ch
2025-12-07 18:56:35.509 | DEBUG | no-id | Warming cache for domain: freenet.de
2025-12-07 18:56:35.509 | DEBUG | no-id | Warming cache for domain: arcor.de
2025-12-07 18:56:35.510 | DEBUG | no-id | Warming cache for domain: laposte.net
2025-12-07 18:56:35.510 | DEBUG | no-id | Warming cache for domain: sfr.fr
2025-12-07 18:56:35.510 | DEBUG | no-id | Warming cache for domain: tiscali.it
2025-12-07 18:56:35.511 | DEBUG | no-id | Warming cache for domain: tiscali.co.uk
2025-12-07 18:56:35.527 | INFO | no-id | ✅ Warmed cache for arcor.de (TTL: 43200s)
2025-12-07 18:56:35.528 | INFO | no-id | ✅ Warmed cache for tiscali.it (TTL: 43200s)
2025-12-07 18:56:35.529 | INFO | no-id | ✅ Warmed cache for gmx.ch (TTL: 43200s)
2025-12-07 18:56:35.534 | INFO | no-id | ✅ Warmed cache for freenet.de (TTL: 43200s)
2025-12-07 18:56:35.544 | INFO | no-id | ✅ Warmed cache for sfr.fr (TTL: 43200s)
2025-12-07 18:56:35.558 | INFO | no-id | ✅ Warmed cache for tiscali.co.uk (TTL: 43200s)
2025-12-07 18:56:35.566 | INFO | no-id | ✅ Warmed cache for laposte.net (TTL: 43200s)
2025-12-07 18:56:35.566 | INFO | no-id | ✅ Tier 4 warming complete: 16/17 successful
2025-12-07 18:56:35.566 | INFO | no-id | ✅ Cache warming complete in 8.28s | Total warmed: 65 | Failures: 2
2025-12-07 18:57:35.573 | INFO | no-id | 🚀 Starting cache warming for all tiers
2025-12-07 18:57:35.587 | DEBUG | no-id | Tier 1 not due for warming yet
2025-12-07 18:57:35.588 | DEBUG | no-id | Tier 2 not due for warming yet
2025-12-07 18:57:35.588 | DEBUG | no-id | Tier 3 not due for warming yet
2025-12-07 18:57:35.588 | DEBUG | no-id | Tier 4 not due for warming yet
2025-12-07 18:57:35.589 | INFO | no-id | ✅ Cache warming complete in 0.02s | Total warmed: 65 | Failures: 2
2025-12-07 18:58:35.591 | INFO | no-id | 🚀 Starting cache warming for all tiers
2025-12-07 18:58:35.607 | DEBUG | no-id | Tier 1 not due for warming yet
2025-12-07 18:58:35.608 | DEBUG | no-id | Tier 2 not due for warming yet
2025-12-07 18:58:35.608 | DEBUG | no-id | Tier 3 not due for warming yet
2025-12-07 18:58:35.608 | DEBUG | no-id | Tier 4 not due for warming yet
2025-12-07 18:58:35.609 | INFO | no-id | ✅ Cache warming complete in 0.02s | Total warmed: 65 | Failures: 2
2025-12-07 18:58:51.654 | INFO | no-id | 🛑 Shutting down API server...
2025-12-07 18:58:51.658 | INFO | no-id | 🔧 Shutting down services...
2025-12-07 18:58:51.659 | INFO | no-id | Stopping cache warming...
2025-12-07 18:58:51.660 | INFO | no-id | Shutting down tracing...
2025-12-07 18:58:51.660 | INFO | no-id | ✅ Tracing shut down cleanly
2025-12-07 18:58:51.661 | INFO | no-id | Stopping background cache warming
2025-12-07 18:58:51.662 | INFO | no-id | ✅ Background cache warming stopped
2025-12-07 18:58:51.662 | SUCCESS | no-id | ✅ All services shut down cleanly
2025-12-07 18:58:51.664 | INFO | no-id | ✅ Redis connection closed
2025-12-07 18:58:51.665 | INFO | no-id | ✅ ARQ pool closed
2025-12-07 18:58:51.666 | SUCCESS | no-id | 👋 API server stopped cleanly
2025-12-07 18:58:51.670 | INFO | no-id | Background tasks cancelled
2025-12-07 18:58:52.853 | INFO | no-id | Using custom nameservers: ['8.8.8.8', '8.8.4.4']
2025-12-07 18:58:53.100 | DEBUG | no-id | Prometheus registry cleaned for development mode
2025-12-07 18:58:53.106 | INFO | no-id | 🔇 Console tracing disabled in development (reducing log noise)
2025-12-07 18:58:53.106 | INFO | no-id | ℹ️ No tracing exporter configured (development mode)
2025-12-07 18:58:53.106 | INFO | no-id | 🔇 OpenTelemetry verbose logging disabled in development
2025-12-07 18:58:53.106 | SUCCESS | no-id | ✅ FastAPI instrumented for tracing
2025-12-07 18:58:53.107 | SUCCESS | no-id | ✅ Redis instrumented for tracing
2025-12-07 18:58:53.107 | SUCCESS | no-id | ✅ HTTP client instrumented for tracing
2025-12-07 18:58:53.107 | SUCCESS | no-id | 🔍 Distributed tracing initialized for mailsafepro-api
2025-12-07 18:58:53.129 | INFO | no-id | Exception handlers registered successfully
2025-12-07 18:58:53.130 | INFO | no-id | 🚀 Starting API server in development environment
2025-12-07 18:58:53.130 | INFO | no-id | Attempting to connect to Redis: redis://redis:6379/0...
2025-12-07 18:58:53.138 | SUCCESS | no-id | ✅ Redis connection established successfully
2025-12-07 18:58:53.138 | INFO | no-id | Attempting to initialize ARQ Redis pool...
2025-12-07 18:58:53.139 | SUCCESS | no-id | ✅ ARQ Redis pool initialized successfully
2025-12-07 18:58:53.139 | INFO | no-id | 🔥 Warming up connection pools...
2025-12-07 18:58:53.142 | DEBUG | no-id | ✅ Redis pool warmed (10 connections)
2025-12-07 18:58:53.156 | DEBUG | no-id | ✅ DNS cache warmed (8 domains)
2025-12-07 18:58:53.156 | SUCCESS | no-id | ✅ Connection pools warmed up
2025-12-07 18:58:53.157 | INFO | no-id | 🔧 Initializing application services...
2025-12-07 18:58:53.158 | INFO | no-id | UnifiedCache initialized
2025-12-07 18:58:53.158 | INFO | no-id | Initialized PerHostCircuitBreaker for smtp
2025-12-07 18:58:53.158 | INFO | no-id | ✅ Redis client injected into validation layer
2025-12-07 18:58:53.158 | INFO | no-id | ✅ Redis client configured in health manager
2025-12-07 18:58:53.159 | INFO | no-id | 📦 Cached 8 disposable domains
2025-12-07 18:58:53.159 | INFO | no-id | 🔥 Starting cache warming for popular email domains...
2025-12-07 18:58:53.160 | INFO | no-id | 🔥 Starting background cache warming
2025-12-07 18:58:53.160 | INFO | no-id | ✅ Background cache warming started
2025-12-07 18:58:53.160 | SUCCESS | no-id | ✅ Cache warming initialized successfully
2025-12-07 18:58:53.160 | SUCCESS | no-id | ✅ Background tasks started
2025-12-07 18:58:53.160 | SUCCESS | no-id | ✅ API server started successfully in 0.03s
2025-12-07 18:58:53.160 | INFO | no-id | 🚀 Starting cache warming for all tiers
2025-12-07 18:58:53.160 | DEBUG | no-id | Running background maintenance tasks
2025-12-07 18:58:53.160 | INFO | no-id | 🔥 Warming Tier 1: 11 domains (TTL: 7200s)
2025-12-07 18:58:53.161 | INFO | no-id | 🔥 Warming Tier 2: 18 domains (TTL: 10800s)
2025-12-07 18:58:53.161 | INFO | no-id | 🔥 Warming Tier 3: 21 domains (TTL: 21600s)
2025-12-07 18:58:53.161 | INFO | no-id | 🔥 Warming Tier 4: 17 domains (TTL: 43200s)
2025-12-07 18:58:53.161 | DEBUG | no-id | Warming cache for domain: gmail.com
2025-12-07 18:58:53.161 | DEBUG | no-id | Warming cache for domain: googlemail.com
2025-12-07 18:58:53.161 | DEBUG | no-id | Warming cache for domain: outlook.com
2025-12-07 18:58:53.161 | DEBUG | no-id | Warming cache for domain: hotmail.com
2025-12-07 18:58:53.161 | DEBUG | no-id | Warming cache for domain: live.com
2025-12-07 18:58:53.161 | DEBUG | no-id | Warming cache for domain: yahoo.com
2025-12-07 18:58:53.161 | DEBUG | no-id | Warming cache for domain: ymail.com
2025-12-07 18:58:53.162 | DEBUG | no-id | Warming cache for domain: yahoomail.com
2025-12-07 18:58:53.162 | DEBUG | no-id | Warming cache for domain: icloud.com
2025-12-07 18:58:53.162 | DEBUG | no-id | Warming cache for domain: me.com
2025-12-07 18:58:53.162 | DEBUG | no-id | Warming cache for domain: aol.com
2025-12-07 18:58:53.162 | DEBUG | no-id | Warming cache for domain: mail.ru
2025-12-07 18:58:53.162 | DEBUG | no-id | Warming cache for domain: yandex.ru
2025-12-07 18:58:53.162 | DEBUG | no-id | Warming cache for domain: yandex.com
2025-12-07 18:58:53.163 | DEBUG | no-id | Warming cache for domain: qq.com
2025-12-07 18:58:53.163 | DEBUG | no-id | Warming cache for domain: 163.com
2025-12-07 18:58:53.163 | DEBUG | no-id | Warming cache for domain: 126.com
2025-12-07 18:58:53.163 | DEBUG | no-id | Warming cache for domain: protonmail.com
2025-12-07 18:58:53.163 | DEBUG | no-id | Warming cache for domain: proton.me
2025-12-07 18:58:53.163 | DEBUG | no-id | Warming cache for domain: zoho.com
2025-12-07 18:58:53.163 | DEBUG | no-id | Warming cache for domain: fastmail.com
2025-12-07 18:58:53.164 | DEBUG | no-id | Warming cache for domain: fastmail.fm
2025-12-07 18:58:53.164 | DEBUG | no-id | Warming cache for domain: tutanota.com
2025-12-07 18:58:53.164 | DEBUG | no-id | Warming cache for domain: tuta.io
2025-12-07 18:58:53.164 | DEBUG | no-id | Warming cache for domain: mailbox.org
2025-12-07 18:58:53.164 | DEBUG | no-id | Warming cache for domain: seznam.cz
2025-12-07 18:58:53.164 | DEBUG | no-id | Warming cache for domain: orange.fr
2025-12-07 18:58:53.164 | DEBUG | no-id | Warming cache for domain: wanadoo.fr
2025-12-07 18:58:53.165 | DEBUG | no-id | Warming cache for domain: libero.it
